id,label,text
666093_2,NO,"""We just need a possible mentor here... volunteers...?"""
2309521_1,NO,"""EAR project case is fixed."""
2309521_2,NO,"""Alexey, please verify."""
2118679_1,NO,"""Resolving this issue as it is covered by JBQA-5191 and JBQA-5192."""
2064934_1,NO,"""btw, MCLEAN-18-maven-clean-plugin.patch also applied the maven-clean-plugin-dcabasson-MCLEAN17.txt fix."""
2431973_1,NO,"""> DistributedHashTable is a good solution but then how are we planning  > to acheive let say a Distributed LRU Cache or Distributed Time-limited  > or a Distributed Count-Limited Cache."""
2431973_2,NO,"""I am not mandating to use DistributedHashtable directly by plugging it into Castor as it is, but as the base for 'distributable' TimeLimited, CountLimited et alias cache implementations."""
1862171_1,YES,"""Nice, I did not think about using the system tables."""
1862171_2,NO,"""I will re-work and submit another patch."""
1546890_1,NO,"""Will upgrade to 1.0.10 and check it."""
1546890_2,NO,"""Will re-enable assertions too."""
584745_1,NO,"""{{TrivariateRealFunction}} renamed in r1236932."""
2114722_1,NO,"""yeah, I think so."""
2114722_2,NO,"""we just used it with CBR (content based routing)."""
2114722_3,NO,"""Now the JBossESB changed to SwitchYard and we need to ensure it works."""
1458817_1,YES,"""You're results are awesome Paul. Great work :) Looking forward to see your new JSON parser in trunk whenever you think is ready."""
2277576_1,NO,"""We are restructuring the trunk now from jboss as 4.2 and it's unstable."""
2277576_2,NO,"""You should check out and build revision 693 of the trunk."""
1876165_1,NO,"""pushed"""
1925418_1,NO,"""It is not in the requirement."""
1925418_2,NO,"""I move it into 2.1-M1."""
1116180_1,NO,"""Attaching patch for review."""
646632_1,YES,"""Awesome, you rock, Drew!"""
646632_2,YES,"""Very cool."""
1870702_1,NO,"""Resolved by changing the meaning of maxRows to be across all code tables with a default of 200000, introduced maxRowPerTable with a default of 10000 to take the place of maxRows, and upped the default for maxCount to 200."""
2134769_1,NO,"""I switched to using the JavaSourceLoader and this appears to work fine."""
2143498_1,NO,"""Done except for pages.xml imports."""
1886435_1,NO,"""I'm not sure if this is actually a bug, we had it fixed, but then had to revert it."""
1886435_2,NO,"""I don't remember why right now though."""
678908_1,YES,"""Awesome speedup! Finally all this work shows great results!!"""
1578580_1,NO,"""Integrated in Cassandra #63 (See [http://hudson.zones.apache.org/hudson/job/Cassandra/63/])     """
1042898_1,NO,"""Applied Andrew's patch at r676866."""
1042898_2,NO,"""Please check that it was applied as expected."""
1008127_1,YES,"""@Subbu: Glad I was able to help."""
1008127_2,NO,"""I think nothing is absolute."""
1008127_3,YES,"""I believe in relativity :-)"""
1838332_1,NO,"""This appears to have been fixed"""
1021811_1,YES,"""Great! It's been good to be able to contribute and I hope to be able to more for this awesome project when I have the spare time."""
763414_1,NO,"""and your comments are very welcome.."""
1502391_1,NO,"""Marcus   we need a fix for this - if you can check in we will test it  thanks /sudha"""
1109374_2,NO,"""Add CRC32C as another DataChecksum implementation."""
1109374_3,NO,"""Contributed by Todd Lipcon."""
1749686_1,NO,"""Not a SWF issue."""
1749686_2,NO,"""Please open with Spring Framework."""
2497918_1,NO,"""Issue is also present at JPP 6.0 ER02"""
1620033_1,NO,"""Fixed with revision 164512."""
2453740_1,NO,"""Added org.jboss.test.ejb3.war.deployment.unit.Ejb3WarDeploymentTestCase in r99656."""
358347_1,NO,"""Also see issues like SOLR-2608 that are ignored, i've been running lucene tests in a loop on and off for periods, and basically gave up on solr tests aswel, they randomly fail all the time"""
994958_2,NO,"""This one... Really."""
656966_1,YES,"""Thanks Uwe!"""
947452_1,NO,"""Alright, I'll put this and HBASE-8453 in through trunk today."""
778200_1,NO,"""Sorry, I realise now that ""does not work"" was insufficiently specific."""
1345456_1,NO,"""Seems to be working just fine."""
671581_1,YES,"""Code looks cool."""
1035173_2,NO,"""It looks pretty bad."""
2281006_1,NO,"""[~maxandersen] please review"""
2448836_1,NO,"""Corrected error in comment - please use this one."""
936520_1,NO,"""hbase org.apache.hadoop.hbase.PerformanceEvaluation --nomapred --rows=250000 randomRead 16  10k regions, 5 RS."""
936520_2,NO,"""I tested HBASE-9609 and it does seem to make a huge difference!"""
428835_1,YES,"""Cool - good information to have.  Thanks Lance!"""
2110584_1,NO,"""I integrated the submitted patch in the new JBW, but did not really test it."""
2110584_2,NO,"""Nobody has complained about it yet, but I don't think it should be ported to older versions at this time."""
2480649_1,NO,"""[~saturnism] agreed."""
896857_1,NO,"""# Javadoc in InterDatanodeProtocolServersideTranslator refers to JournalProtocl."""
2461027_1,NO,"""Shelly use JBAS-5873 for the matrix tests :)"""
1112489_1,NO,"""Sanjay, your patch is missing the AuthenticationFilterInitializer.java file"""
1342353_1,NO,"""The pb is not in ApacheDS, but in the startup delay."""
1532029_1,YES,"""Hey very cool. """
1680856_2,NO,"""Thanks, Raymond"""
2383572_1,NO,"""I'll try it on our Fedora."""
1210594_1,NO,"""Hi guys,  I agree 100% on this."""
1210594_2,NO,"""Just a note, there was a long conversation about this here: https://reviews.apache.org/r/4655/ and this is a dup of FLUME-1089."""
654410_1,YES,"""Hi, very cool!"""
654410_2,YES,""" I like the elegant parser!  """
1609815_1,NO,"""Based on review comment, add ""respBody.hasPublishResponse()"" before returning respBody.getPublishResponse()"""
149704_1,NO,"""using g++ (GCC) 4.1.2 20080704 (Red Hat 4.1.2-48) and cppunit 1.12.1."""
216370_1,NO,"""Next try, r1475799 in santuario."""
643278_1,NO,"""Here's a patch that adds in support for SGD."""
1950335_1,NO,"""Fixed in trunk -r746186."""
858038_1,NO,"""Carl, can you review? """
2059930_1,NO,"""I haven't fully grok'd the entire issue yet but have a quick comment: 2.0 was released several months ago...it's not 2.0-alpha-5-SNAPSHOT."""
2379571_1,NO,"""is it essue still open?"""
662713_1,YES,"""Thanks for fixing it so quickly!"""
2120024_1,NO,"""Bozhidar: I agree with your assessment."""
2120024_2,YES,"""Jonathan: over to you :)"""
1274036_1,NO,"""On 2008-04-03 15:57:26.514 laupark commented: Opened."""
1274036_2,NO,"""On 2008-04-04 13:31:57.627 jimurphy commented: fixed rev."""
1274036_3,NO,"""196883 On 2008-04-08 08:38:58.599 wichan commented: Still couldn't find the swfUtils.jar in the webtier.war ad flex-for-cf.zip On 2008-04-09 07:51:01.799 ccreanga commented: Fixed - swfutils.jar was not included in the war"""
1341696_1,NO,"""The code should work."""
1341696_2,NO,"""The API need to be checked and those errors (ie PDU has been fully decoded ...) have to be fixed."""
1341696_3,NO,"""We wil investigate what's going on."""
1341696_4,NO,"""Thanks for the report !"""
2300422_1,NO,"""This patch should do the trick."""
297166_1,YES,"""Cool, looks good."""
2300422_2,NO,"""A test case is needed too"""
1966708_1,NO,"""I suggest, that you have a closer look at the exception."""
1966708_2,NO,"""The absolut portion of the path *is always prepended*."""
922791_1,YES,"""Cool. sounds good to me."""
1966708_3,NO,"""So any of your suggestions do not help."""
1827415_1,NO,"""Assume closed as resolved and released"""
1791300_1,NO,"""PR https://github.com/SpringSource/spring-integration/pull/621"""
920545_1,YES,"""Hi Carlos, This looks awesome! Lots of cool stuff."""
1375548_1,NO,"""I committed patch _c with revision 697897."""
1375548_2,NO,"""Note, that as indicated before, JVMInfo still is part of derbyclient.jar (I assume because of the need to support sysinfo)."""
626247_1,NO,"""Committed to trunk and 0.21 branch."""
626247_2,NO,"""Thanks Amar!"""
820038_1,NO,"""An awesome feature of Hive is the rich type system with excellent support for complex data-structures."""
349941_1,YES,"""Waaaaay cool! I especially like the ""upload file"" option."""
1782818_1,NO,"""Solomon, That is very slick."""
1782818_2,NO,"""I tested it and it works fine."""
1782818_3,NO,"""Thank you."""
1782818_4,NO,"""Chris, This might be a useful technique to add to the documentation or to a HOWTO on the SJC wiki (when / if there is one)  Thanks all."""
729628_1,NO,"""Committed after fixing the typo."""
857455_1,NO,"""One minor point - can you make result a member variable of GenericUDFArrayContains?"""
857455_2,NO,"""This will reduce object creation."""
857455_3,NO,"""The patch needs to be regenerated against the current trunk, but otherwise looks good."""
580447_1,YES,"""cool stuff! a good candidate to put on myfaces-commons-utils, so the user can just add the resource handler on its webapp faces-config."""
1358696_1,NO,"""Thanks, Kristian."""
1358696_2,NO,"""Committed revision 1341814."""
2087167_1,NO,"""Deleted spurious 'Added: svn:executable' from the patch."""
1921841_1,NO,"""The .md extension is used for the readme because it's in MarkDown format, used by GitHub."""
1921841_2,NO,"""See the following page for an example:  https://github.com/seam/examples/tree/master/booking"""
2413399_1,NO,"""It is completely expected an updatesite.zip for all of devstudio is *bigger* than the installer.jar """
795315_1,NO,"""I presume so.  """
639900_1,NO,"""updating, minor errors in pdf doc"""
2545827_1,NO,"""Yup instruction are not correct."""
307058_1,NO,"""""That said, check out setReadLength in TBinaryProtocol."""""
1111284_1,NO,"""I have committed this."""
1111284_2,YES,"""Thanks, Daryn!"""
1111284_3,NO,"""Also thanks Matt for the review."""
2128831_1,NO,"""Yup, I'll get it in today."""
2133916_1,NO,"""Fixed in r544"""
416543_1,NO,"""Yeah, it looks like there are conflicts with RenderingContentRewriter and one of the guice modules."""
939944_1,NO,"""Committed to Trunk."""
939944_2,YES,"""Thanks for the reviews.."""
2293268_1,NO,"""Atlassian 3.2 is in Central."""
532960_1,NO,"""Missfire"""
919520_1,YES,"""Wow, thanks Raghu, that's awesome and will save me a ton of time. """
2078947_1,NO,"""closed with no testing, Ian says this is a code-level change."""
1941338_1,NO,"""When the order of methods change, so the rendering of fragments is bellow the definition, then it works fine."""
1965311_1,NO,"""Two git commits included."""
711469_1,NO,"""Abandoned; no longer necessary."""
1455020_1,YES,"""So very cool, and so very committed-- thanks Matthias, this is awesome."""
1169934_1,YES,"""Took me a few seconds to get it, but then I realized how awesome it is.  """
1169934_2,YES,"""I'm happy to use it as the standard logo (i.e. website, etc.)."""
1064705_2,NO,"""I'm giving this up hoping someone confident in Swing would look into it.  """
723757_1,NO,"""Have you been able to work on that ?"""
723757_2,NO,"""Do you need any help?"""
2441539_1,NO,"""Hi Matt,  Thank you for fixing this issue."""
2441539_2,NO,"""I will use it when it will be included in a future release."""
967366_1,NO,"""Committed the addendum in revision 1414868."""
1776212_1,NO,"""Thanks for pointing out this (rather embarrassing) oversight!"""
1776212_2,NO,"""Fixed for both 2.0 M4 and 1.2.8."""
1649226_1,NO,"""Amila, Could you please check my fix?"""
1649226_2,YES,"""http://svn.apache.org/viewvc?view=rev&revision=468444  Deepal, Thanks!"""
448659_1,NO,"""Hi Drew,  I have upgraded Postage to James3 (see POSTAGE-23) and used your patch at this occasion."""
1597712_1,YES,"""Awesome stuff Stephen! """
1648457_1,NO,"""Looks like we have already taken care of this."""
256481_1,NO,"""are any changes needed to dd2spring for this?"""
1982039_1,NO,"""I suggest making a tooltip with the title of the context help article (a popup)  when the user hovers the question mark icon."""
1920925_1,NO,"""We'll go with this for now, thanks for the fix!"""
912375_1,NO,"""Ran some benchmarks."""
912375_2,NO,"""When the modulus is large, which means that number of collisions is small, LightWeightGSet is much better than GSetByHashMap."""
254374_1,NO,"""added fixVersion"""
2274367_1,NO,"""Rolled over to 0.5.5 to get a stable JavaOne release out"""
1379656_1,NO,"""Can you expand on the difference between a Prepared Statement and a Logical Prepared Statement?"""
1379656_2,NO,"""And also on the difference between a Connection and a Logical Connection?"""
1379656_3,NO,"""Are these already-existing concepts in the client?"""
1379656_4,NO,"""Or did you introduce these concepts?"""
1379656_5,NO,"""Thanks! """
1064678_1,YES,"""Thanks Alexei, the patch is fine. """
2026908_1,NO,"""how does your application.cfc looks like (ormsettings)?"""
2023723_1,NO,"""I think Jason has done this already?"""
1036613_1,NO,"""canceling"""
660369_1,YES,"""Awesome co-op. Thanks, Robert & Mike, for picking this up."""
2367838_2,NO,"""We'll take a look for 1.21."""
903979_1,NO,"""Thanks Matt, Todd and Cos!"""
976523_1,NO,"""From https://builds.apache.org/job/PreCommit-HBASE-Build/2581/console, it is not clear which test hung."""
1593541_1,NO,"""Committed the patch with thanks to Christian."""
1081362_1,NO,"""Sangwon Seo, Thanks for your review."""
1081362_2,NO,"""Could you give me more comments? """
2027278_1,NO,"""fixed."""
2027278_2,NO,"""This obsoletes ~/.m2/maven.properties"""
2465701_1,NO,"""The last bug I see mentioning a HSQL upgrade was JBAS-1618 which ended up with 1.8 RC9."""
2465701_2,NO,"""However, this bug mentions that we were upgrading from 1.8.0.2 to 1.8.0.7."""
2465701_3,NO,"""When did 1.8 RC 9 get upgraded and where is it tracked/documented?"""
1840015_1,NO,"""Done in Weld and TCK"""
1659348_1,NO,"""Applied patch."""
1659348_2,NO,"""Thanks."""
577184_1,NO,"""And many thanks to you Olivier for applying this so quickly!"""
577184_2,YES,"""Cheers!"""
1169132_1,NO,"""quick patch."""
2538101_1,NO,"""What's the operation?"""
604592_1,NO,"""I just committed this to trunk and branch-0.23."""
604592_2,NO,"""Thanks Sid!"""
30489_1,NO,"""Thanks for testing, but please don't close it yet."""
441965_1,NO,"""Fixed; trunk r910567"""
569640_1,NO,"""For _ExternalSpecifications there is already an issue in the JIRA: MYFACES-2582"""
6331_1,NO,"""Thank you."""
6331_2,NO,"""Issue has been resolved."""
1466579_1,NO,"""A new patch including some corrected Japanese sentences and a link to Solr Wiki."""
1847364_1,NO,"""All log statements should now be surrounded by log guards."""
2053349_1,NO,"""Horia Chiorean <hchiorea@redhat.com> made a comment on [bug 1014709|https://bugzilla.redhat.com/show_bug.cgi?id=1014709]  https://github.com/jboss-integration/modeshape/commit/d1d97180c957491bee3654743ebd4a6860314ad3"""
2481795_1,YES,"""Thanks Galder:)"""
886160_1,YES,"""Daryn, the current patch looks good."""
886160_2,NO,"""Thanks!"""
2466250_1,NO,"""Used the new attribute to move ObjectStoreDir from bin to server/xxx/data/tx-object-store"""
490723_1,NO,"""Please also see Glassfish issue 13111: https://glassfish.dev.java.net/issues/show_bug.cgi?id=13111"""
1609085_1,NO,"""Committed as r1382016."""
1609085_2,NO,"""Thanks Sijie."""
2459016_1,NO,"""Joram, notify Jennifer Vennable when you completed this."""
1468735_1,NO,"""Never mind, found it."""
1468735_2,NO,"""Changes applied in revision 1369338."""
1468735_3,NO,"""Many thanks."""
1922211_1,NO,"""Monitor no longer based on protobuf."""
1827379_1,NO,"""periodic bulk close of resolved issues. """
218222_1,NO,"""Thank you!"""
218222_2,NO,"""It's working like a charm."""
886802_1,NO,"""The b-1.0 patch also applies to branch-1."""
2059249_1,YES,"""Sounds good."""
2059249_2,NO,"""I too have been busy on other projects."""
2059249_3,NO,"""I'll try and test with queryIndexesRebuiltSynchronously false today."""
1602017_1,NO,"""fancy applying this patch before 1.3.0?"""
405597_1,NO,"""applied patch (thanks) in r1055887"""
1827876_1,NO,"""Hi Jaikiran,   Didn't you already fix this one?"""
968616_1,NO,"""Thanks!"""
1667340_1,NO,"""Dona, Thiru: can one of you (or anyone else) please review this?"""
1045150_1,NO,"""05 was committed in r613384"""
2327124_1,NO,"""committed to TRUNK (m3)"""
2545846_1,YES,"""This is awesome!"""
966178_1,YES,"""v2 Looks good to me."""
2050066_1,NO,"""applied."""
2050066_2,NO,"""Thanks!"""
513057_1,NO,"""Closing this issue, Jacopo fixed it at r1345528."""
513057_2,NO,"""Thanks Jacopo."""
1124596_2,NO,"""Add EnumSetWritable."""
1124596_3,NO,"""Contributed by He Yongqiang """
1780034_1,NO,"""I'm closing this for the time being, as we've reopened SPR-368."""
913651_1,NO,"""Applied Rodrigo's suggestions"""
1436615_1,NO,"""This was found in via JBossWS CXF so once we've pulled it in to JBoss and tested I'll let you know if there's any issues."""
1436615_2,NO,"""Thanks for the quick response Colm."""
790615_1,NO,"""Hullo?"""
2025362_1,NO,"""Could you open a ticket for this (last comment) Tnx micha"""
2466754_1,NO,"""Hi Thomas, it's here:  https://svn.jboss.org/repos/common/common-old/branches/Branch_1_0/"""
2354572_1,YES,"""Hey, you're right, that idea was probably not the best approach to the problem - 0.6 looks really nice, looking forward to it :)"""
1776805_1,NO,"""Indeed!"""
1776805_2,NO,"""This is actually the case in 2.0.5 already."""
1776805_3,NO,"""Thanks for spotting this, Philipp!"""
907912_1,NO,"""It seems that using {{BufferedOutputStream}} is a better solution since it will also help other operations."""
907912_2,NO,"""BTW, do you know why there are four one-byte packets?"""
889230_1,NO,"""fixed style"""
1549909_1,NO,"""Dupe of CASSANDRA-4042 (we'll include the BF fp change there)"""
2043022_1,NO,"""I think this looks like the same issue as  [MFINDBUGS-55|http://jira.codehaus.org/browse/MFINDBUGS-55]  Garvin """
1093135_2,NO,"""Changed contributed by from Arpit Agarwal to Arpit Gupta."""
1093135_3,NO,"""(Revision 1450575) HADOOP-8917."""
1093135_4,NO,"""add LOCALE.US to toLowerCase in SecurityUtil.replacePattern."""
1093135_5,NO,"""Contributed by Arpit Agarwal."""
2271434_1,NO,"""Marc, you're re-logging your ownn issues :)"""
1569713_1,NO,"""Patch now applies cleanly against latest version of trunk."""
2123473_1,NO,"""Bounce to Doug as this is a SOA issue."""
701054_1,NO,"""Thanks, I just committed the patch."""
701054_2,NO,"""However, I cannot see errors in lucli, can you make a patch for those cases, too? """
1969320_1,YES,"""Thanks for moving so quickly on this guys."""
1969320_2,NO,"""Look forward to seeing it resolved in 3.3.2.GA!"""
977198_1,NO,"""On trunk apparently all use of the ""get"", ""put"", and ""delete"" histograms have already been removed from the regionserver, except for the Jamon templates."""
977198_2,NO,"""Since an approach to put back two such HRegionInterface level measurements with a query/mutate distinction has been +1ed on this issue I'm going to put them back on trunk and port back the changes to 0.94."""
977198_3,NO,"""Calling them queryRequestLatency and mutateRequestLatency in RegionServerMetrics."""
2486241_1,NO,"""This blog post speaks briefly about colocation, and how this can be achieved using AtomicMaps."""
902763_1,NO,"""Thanks Daryn!"""
902763_2,NO,"""for taking a look."""
1157923_1,NO,"""I just committed this."""
1157923_2,YES,"""Thanks, Sanjay!"""
299082_1,NO,"""#NAME?"""
2426284_1,NO,"""After several retries seems we are unable to proceed with releng team to get supported solution."""
2426284_2,NO,"""Will setup mirroring to Brno QA lab."""
175864_1,NO,"""Thanks Claus."""
175864_2,NO,"""If somebody can better formulate my above fragment and place it somewhere in wiki it would be great."""
175864_3,NO,"""I have throuroughly documented this in the XWorkConverterTest, see testStringToInt, testStringToInteger, testStringToPrimitiveDouble and testStringToDouble."""
175864_4,NO,"""If you feel like adding this to the showcase than go on."""
175864_5,NO,"""cheers,  ./alex -- .w( the_mindstorm )p. """
780721_1,YES,"""Cool, thanks Daniel, we're actually cool with either updating it to e9ff8c4928 or flipping the write bit and we'll push the delta ourselves - whatever's the fastest to get to writeable:)  Thanks, --tim"""
805064_2,NO,"""I think the HttpClients service interface must be exported for it to be used."""
805064_3,NO,"""On the other hand the BundleActivator should not be exported and can as well be moved to the osgi.impl package."""
2046200_1,NO,"""Done at revision 1582 - 1585"""
1002038_1,NO,"""Closing as fixed in trunk."""
1002038_2,NO,"""Reopen if I'm mistaken."""
1712997_1,NO,"""We have an HTTP discovery agent in activemq-http no other activity on this issue so closing for now."""
823209_2,NO,"""Although the older patch applied fine for me (patch -p1)."""
2402199_1,YES,"""This is a great suggestion."""
2402199_2,NO,"""jBPM already works this way."""
623487_1,NO,"""Thanks Amar!"""
1573728_1,NO,"""Would your use case be covered by adding a TTL to CF?"""
1573728_2,NO,"""Because that seems like the natural level of granularity for this to me."""
2505559_2,NO,"""Looks like Forge isn't used at companies having a firewall."""
567798_1,NO,"""Attached patch for Myfaces."""
1613607_1,NO,"""the  repairment to BlueSky official website Downloads.html and MailingLists.html  thebluesky group an use the patch freely"""
774797_1,NO,"""adding --rsyncable to our build system, does not seem to be a big task, I am experimenting with it."""
774797_2,NO,"""seen from my chair, this is a very elegant solution, until we can really split our distribution into smaller files (exe + langauge packs) and have a meta installer that combines what the user want. """
1144560_1,NO,"""Regenerated patch with trunk and with an indentation change."""
1876181_1,NO,"""Spoke too soon!"""
1876181_2,NO,"""The SocetException is still there sporadically."""
1016257_1,NO,"""This adds testing of the RegionSplitsTracker."""
874025_1,NO,"""I committed the patch to trunk."""
874025_2,NO,"""Thank you Ivan!"""
874025_3,NO,"""Thanks Daryn for the review."""
1079117_1,NO,"""If possible, let's schedule to 0.4"""
304778_1,NO,"""Whoops, yeah, sorry."""
402189_1,NO,"""Agreed, wildcards (*, ?)"""
402189_2,NO,"""are enough for this, rather than full blown regexp."""
402189_3,NO,"""It's also easier then to tell a wildcard-based config from a normal one."""
1503751_1,NO,"""Feature verification is completed including Upgrade."""
1503751_2,NO,"""hence closing the ticket."""
1422107_1,NO,"""This issue is being tracked by other JIRAs now."""
813473_1,NO,"""RB at https://reviews.apache.org/r/15607/"""
1678213_1,NO,"""I just committed this."""
1678213_2,NO,"""Thanks, Scott!"""
1886471_1,NO,"""Sonar does not use JavaNCSS at all !"""
879312_1,NO,"""The 0.23 patch looks fine."""
879312_2,NO,"""I also tried to resolve merge conflicts and ended up with pretty much the same patch as yours."""
879312_3,NO,"""The only significant code difference seems to be in getBlockLocations()."""
1478633_1,NO,"""Thanks for the patch."""
1478633_2,NO,"""It was applied with minor changes in 2.1.10-dev and 2.2-dev."""
1478633_3,NO,"""Please reopen the issue if needed."""
2167248_1,NO,"""fixed in 1.8. checking in javadoc fixes momentarily"""
2325805_1,NO,"""Committed in r14473 on trunk and r14474 on 2.0.x."""
449674_1,NO,"""I know this hasn't been looked at in quite a while."""
449674_2,NO,"""I can't see the current GOP and GKOP being completely replaced but there may well be some areas where your code could be incorporated."""
449674_3,NO,"""It would help considerably if you could explain what the problem was/is with finite sized pools and the current implementation."""
449674_4,NO,"""Without an explanation of what the issue is, this issue is likely to remain dormant or just be closed as won't fix."""
1433090_1,NO,"""Same in problem in SQLServer, solved with catalog=null and schema=""%"""""
2248369_1,NO,"""Done as part of Felix resolver integration"""
508220_1,NO,"""Latest commits now include filemgr and workflowmgr integration."""
508220_2,NO,"""The work in progress archetype is now committed in the trunk (http://svn.apache.org/repos/asf/oodt/trunk/mvn/archetypes/radix/)."""
1112403_1,NO,"""Bharath,  Since all of this work's goal was done - can this be closed?"""
2276054_1,NO,"""Thanks for Paul King's advice, I tried 1.6.3 again with groovy.bat."""
2276054_2,NO,"""groovy.bat don't have this problem, so the problem is from the native launcher."""
